upload-and	0	0	0	6	5	0	0	0	6	5
conveni-as	0	0	0	6	5	0	0	0	6	5
can-stream	0	0	0	6	5	0	0	0	6	5
awesom-as	0	0	0	6	5	0	0	0	6	5
warmer-than	0	0	0	6	5	0	0	0	6	5
ipod-s	0	0	0	6	5	0	0	0	6	5
good-option	0	0	0	6	5	0	0	0	6	5
tablet-still	0	0	0	6	5	0	0	0	6	5
is-2gb	0	0	0	6	5	0	0	0	6	5
is-rock	0	0	0	6	5	0	0	0	6	5
arrow	0	0	0	6	5	0	0	0	6	5
with-high	1	0	0	6	5	1	0	0	6	5
sever-week	5	0	4	1	7	5	0	4	1	7
connect-at	2	5	1	1	6	2	6	1	1	6
tight	0	2	4	7	10	0	2	4	7	10
mp	0	1	1	3	20	0	1	1	3	20
enough-memori	1	6	0	0	7	1	6	0	0	7
easili	21	15	8	61	164	22	15	8	68	204
drive-to	3	0	0	6	6	3	0	0	6	6
opt	1	0	0	3	18	1	0	0	3	18
weigh	0	0	0	6	21	0	0	0	6	22
hour-a	0	0	0	6	21	0	0	0	6	21
a-small	7	9	7	22	48	10	9	8	24	50
i-realiz	7	13	4	18	45	7	21	4	26	46
faster-than	3	8	10	18	82	3	8	10	18	84
the-processor	0	6	11	3	26	0	6	11	3	28
3g-on	0	0	0	1	10	0	0	0	1	10
learn-more	0	0	0	1	10	0	0	0	1	11
the-special	0	0	0	1	10	0	0	0	1	10
have-usb	0	0	0	1	10	0	0	0	1	10
the-nvidia	0	0	0	1	10	0	0	0	1	10
littl-gem	0	0	0	1	10	0	0	0	1	10
the-children	0	0	0	1	10	0	0	0	1	10
space-than	0	0	0	1	10	0	0	0	1	10
ipad-one	0	0	0	1	10	0	0	0	1	10
NUM-tab	0	0	0	1	10	0	0	0	1	22
display-in	0	0	0	1	10	0	0	0	1	10
open-my	0	0	0	1	10	0	0	0	1	10
educ-game	0	0	0	1	10	0	0	0	3	10
nook-and	0	0	0	1	10	0	0	0	1	10
gadget-i	0	0	0	1	10	0	0	0	1	10
with-moder	0	0	0	1	10	0	0	0	1	10
shoulder	0	0	0	1	10	0	0	0	1	10
nt-they	0	0	0	1	10	0	0	0	1	10
4g-on	0	0	0	1	10	0	0	0	1	16
s-super	0	0	0	1	10	0	0	0	1	11
print-book	0	0	0	1	10	0	0	0	1	10
microfib	0	0	0	1	10	0	0	0	1	10
lower-resolut	0	0	0	1	10	0	0	0	1	10
settl-for	0	0	0	1	10	0	0	0	1	10
save-some	0	0	0	1	10	0	0	0	1	10
serv	2	1	2	16	48	3	1	3	16	48
delic	1	1	8	0	12	1	1	8	0	13
includ-with	3	1	3	1	4	3	1	3	1	4
type-in	2	1	3	7	9	2	3	3	7	9
rate-becaus	1	1	4	5	7	1	1	4	5	7
color-and	1	0	5	0	19	1	0	5	0	19
approach	0	1	1	13	19	0	1	1	17	33
you-set	0	5	1	0	18	0	5	1	0	18
to-catch	1	0	4	7	9	1	0	4	7	9
that-work	4	7	6	13	28	4	10	6	13	29
or-ipad	1	2	11	3	20	1	3	11	3	20
and-turn	1	0	9	9	19	1	0	9	9	23
